zipcode,lat,lng,state,city,avg2019,avg2020
29520,34.679486,-79.927292,SC,Cheraw,116186.16666666667,122248.5
93402,35.295232,-120.835468,CA,Los Osos,603147.4166666666,635793.3333333334
93631,36.478239,-119.52137,CA,Kingsburg,285119.6666666667,298900.8333333333
48025,42.520357,-83.264824,MI,Beverly Hills,429416.75,442417.4166666667
72936,35.189721,-94.218511,AR,Greenwood,140874.75,147344.58333333334
48638,43.418925,-84.018242,MI,Saginaw,124670.0,131875.5
36619,30.596087,-88.196637,AL,Mobile,137654.16666666666,146250.08333333334
35650,34.447233,-87.308593,AL,Moulton,122104.58333333333,127330.25
40336,37.682978,-83.990952,KY,Irvine,74223.75,73978.75
97138,45.853556,-123.569342,OR,Seaside,332016.5,344276.5833333333
35045,32.799962,-86.676761,AL,Clanton,114938.75,120244.41666666667
41143,38.334906,-82.975412,KY,Grayson,87010.75,86977.08333333333
98321,47.152606,-122.071738,WA,Buckley,420464.6666666667,457975.75
3064,42.779378,-71.474918,NH,Nashua,313493.5833333333,337400.9166666667
64082,38.862111,-94.40832,MO,Lees Summit,312087.6666666667,327976.9166666667
61071,41.724673,-89.698867,IL,Rock Falls,97235.66666666667,98508.25
33966,26.591622,-81.830726,FL,Fort Myers,232017.25,236586.91666666666
92587,33.694019,-117.250341,CA,Canyon Lake,409962.9166666667,430736.5833333333
53717,43.067686,-89.521056,WI,Madison,341083.0833333333,354240.1666666667
49858,45.219025,-87.578451,MI,Menominee,93138.0,98779.33333333333
85607,31.520779,-109.37922,AZ,Douglas,99872.33333333333,106418.83333333333
37618,36.460339,-82.208744,TN,Bluff City,143720.41666666666,148697.25
55398,45.464819,-93.612029,MN,Zimmerman,260288.25,274906.1666666667
96778,19.43894,-155.028176,HI,Pahoa,189405.91666666666,196220.83333333334
76450,33.057759,-98.622222,TX,Graham,124720.08333333333,126011.66666666667
97367,44.914756,-123.974231,OR,Lincoln City,311579.25,328463.6666666667
46408,41.545938,-87.368484,IN,Gary,53635.583333333336,62926.166666666664
70121,29.959763,-90.163314,LA,Jefferson,221549.41666666666,228334.83333333334
15238,40.537201,-79.879443,PA,O'Hara Township,390585.5833333333,408705.4166666667
19518,40.270211,-75.752511,PA,Amity Township,273193.1666666667,288824.0
63628,37.945701,-90.524737,MO,Bonne Terre,145698.58333333334,147394.16666666666
63025,38.48753,-90.620119,MO,Eureka,296885.0833333333,306620.6666666667
80513,40.29738,-105.103753,CO,Berthoud,448337.6666666667,466556.75
11726,40.678789,-73.395729,NY,Copiague,373197.0,396854.0833333333
1106,42.047565,-72.57113,MA,Longmeadow,355554.0833333333,367209.75
11429,40.709766,-73.738653,NY,New York,547005.0833333334,561720.0
20619,38.292364,-76.527888,MD,California,270381.1666666667,279965.9166666667
76309,33.894923,-98.543742,TX,Wichita Falls,83404.75,81525.5
36078,32.546979,-85.942735,AL,Tallassee,108742.75,115266.58333333333
43125,39.838052,-82.887941,OH,Groveport,174584.41666666666,188772.83333333334
22151,38.804093,-77.207804,VA,Springfield,524572.6666666666,554916.5
15116,40.526032,-79.932225,PA,Shaler Township,222684.0,235649.83333333334
23661,37.009301,-76.386177,VA,Hampton,153658.41666666666,164716.5
97386,44.359177,-122.727043,OR,Sweet Home,234154.41666666666,254776.75
17067,40.390423,-76.315048,PA,Jackson Township,192906.25,201544.66666666666
50316,41.608629,-93.599579,IA,Des Moines,114741.41666666667,120311.91666666667
35120,33.666809,-86.423755,AL,Odenville,182828.5,194672.5
38635,34.766909,-89.486327,MS,Holly Springs,88654.16666666667,94138.75
6117,41.78516,-72.763564,CT,West Hartford,336968.9166666667,344464.6666666667
21074,39.621612,-76.839847,MD,Hampstead,310126.1666666667,324869.5
1520,42.336372,-71.850626,MA,Holden,347302.75,371707.0
36567,30.623536,-87.55696,AL,Robertsdale,159220.66666666666,169570.91666666666
80216,39.788551,-104.956478,CO,Denver,314715.3333333333,330386.3333333333
43545,41.390884,-84.127337,OH,Napoleon,140244.25,145022.75
94920,37.885629,-122.46858,CA,Tiburon,2718924.5,2809168.6666666665
35115,33.142473,-86.891528,AL,Montevallo,151439.33333333334,160854.08333333334
29033,33.956189,-81.057488,SC,Cayce,124139.41666666667,133128.75
77029,29.759665,-95.256251,TX,Houston,110248.66666666667,122097.5
40071,38.042957,-85.37878,KY,Taylorsville,217349.66666666666,225029.41666666666
62294,38.70256,-89.867485,IL,Troy,209155.91666666666,216154.5
62629,39.677477,-89.716922,IL,Chatham,203584.83333333334,207057.08333333334
37650,36.094488,-82.448079,TN,Erwin,112864.08333333333,117168.08333333333
28315,35.117305,-79.431532,NC,Aberdeen,194946.0,204661.0
42211,36.817748,-87.833699,KY,Cadiz,139606.91666666666,142705.58333333334
45243,39.188557,-84.336021,OH,Madeira,493018.9166666667,512453.1666666667
23093,38.004167,-78.040057,VA,Louisa,196992.41666666666,204215.33333333334
50311,41.601037,-93.672894,IA,Des Moines,167851.58333333334,175078.16666666666
55376,45.211249,-93.687899,MN,Saint Michael,307025.4166666667,321388.6666666667
39272,32.19061,-90.258327,MS,Byram,140390.08333333334,142946.41666666666
91902,32.665762,-117.018657,CA,Bonita,675775.0833333334,722803.0833333334
8062,39.716067,-75.219239,NJ,Harrison Township,354818.25,367428.4166666667
32653,29.745052,-82.39383,FL,Gainesville,221113.41666666666,234680.33333333334
76118,32.800434,-97.192762,TX,Richland Hills,224139.5,235341.5
64701,38.624513,-94.329255,MO,Harrisonville,181486.75,189658.91666666666
62034,38.754871,-89.972284,IL,Glen Carbon,222743.66666666666,230661.16666666666
30107,34.336291,-84.345793,GA,Ball Ground,274396.9166666667,287167.6666666667
19003,40.001553,-75.298929,PA,Ardmore,352349.8333333333,366197.6666666667
13815,42.547866,-75.530855,NY,Town of Norwich,102988.91666666667,106087.58333333333
70807,30.543725,-91.219682,LA,Baton Rouge,83194.66666666667,85697.41666666667
66207,38.955644,-94.643247,KS,Overland Park,338985.0833333333,352151.4166666667
36037,31.799009,-86.628615,AL,Greenville,76826.91666666667,79861.08333333333
7005,40.932771,-74.417304,NJ,Boonton,467761.0,473844.5
95138,37.246623,-121.733833,CA,San Jose,1216747.3333333333,1270884.5
8402,39.326385,-74.504473,NJ,Margate City,489698.1666666667,516120.8333333333
96749,19.621282,-154.989735,HI,Keaau,286040.25,300345.4166666667
2090,42.219645,-71.216769,MA,Westwood,772048.8333333334,806258.5
33167,25.884867,-80.239362,FL,Westview,252793.08333333334,272997.5
13209,43.068502,-76.224251,NY,Solvay,129189.08333333333,137432.75
16002,40.815135,-79.855361,PA,Summit Township,228408.25,237351.41666666666
79415,33.700795,-101.896988,TX,Lubbock,71260.83333333333,77443.58333333333
94965,37.852904,-122.547207,CA,Sausalito,1285957.25,1358799.75
75009,33.338899,-96.752977,TX,Celina,366622.6666666667,378570.9166666667
7882,40.75264,-75.013787,NJ,Washington Township,231279.91666666666,245055.75
7940,40.760175,-74.419181,NJ,Madison,695839.1666666666,692595.3333333334
27055,36.113864,-80.631592,NC,Yadkinville,147968.33333333334,151423.25
75773,32.681453,-95.447702,TX,Mineola,151641.33333333334,156156.16666666666
20186,38.698141,-77.851425,VA,Warrenton,398307.75,414489.3333333333
30103,34.366336,-84.917546,GA,Adairsville,167228.25,175855.08333333334
30326,33.849518,-84.363971,GA,Atlanta,371152.0833333333,369529.0833333333
93927,36.248797,-121.386631,CA,Greenfield,358303.25,378965.1666666667
93923,36.448672,-121.849502,CA,Carmel-by-the-Sea,1628656.3333333333,1664714.3333333333
20855,39.133184,-77.134383,MD,Derwood,516900.25,528998.1666666666
87104,35.103183,-106.675548,NM,Albuquerque,217751.41666666666,232028.16666666666
45680,38.467808,-82.546829,OH,South Point,113992.16666666667,115585.66666666667
53959,43.533502,-89.999636,WI,Reedsburg,173581.75,182882.58333333334
95391,37.768218,-121.609509,CA,Tracy,662155.0,682319.4166666666
11788,40.818088,-73.213209,NY,Town of Islip,519803.9166666667,547696.8333333334
38571,36.051604,-85.012804,TN,Crossville,163990.83333333334,175606.25
6413,41.29561,-72.529125,CT,Clinton,268523.75,280652.0833333333
50111,41.700917,-93.803929,IA,Grimes,257947.5,264890.5
15211,40.430322,-80.015633,PA,Pittsburgh,147753.91666666666,155816.16666666666
79007,35.706836,-101.398799,TX,Borger,65917.41666666667,66323.0
34984,27.248984,-80.330574,FL,Port Saint Lucie,233532.25,244521.91666666666
2771,41.842106,-71.322309,MA,Seekonk,366660.5833333333,381852.4166666667
97141,45.510729,-123.743368,OR,Tillamook,291199.9166666667,300732.6666666667
50323,41.625632,-93.79365,IA,Urbandale,352717.5833333333,358144.1666666667
81601,39.601304,-107.304388,CO,Glenwood Springs,514881.75,532487.0833333334
71006,32.722671,-93.630383,LA,Benton,260873.91666666666,262136.41666666666
78256,29.622289,-98.626164,TX,San Antonio,424971.0833333333,433992.75
72103,34.590486,-92.390045,AR,Little Rock,149478.08333333334,152516.66666666666
72396,35.230088,-90.822532,AR,Wynne,100052.5,101097.91666666667
2746,41.660995,-70.940137,MA,New Bedford,241287.41666666666,260479.91666666666
94507,37.850411,-122.021124,CA,Alamo,1845359.8333333333,1900128.25
27574,36.478361,-78.864911,NC,Roxboro,122819.83333333333,127822.75
28604,36.18028,-81.859151,NC,Banner Elk,226315.5,245611.58333333334
95954,39.884654,-121.586789,CA,Magalia,254908.25,248397.91666666666
77801,30.639285,-96.362454,TX,Bryan,160656.66666666666,163352.16666666666
6357,41.327149,-72.215344,CT,Niantic,293941.75,301098.1666666667
35904,34.07056,-85.990098,AL,Gadsden,60129.166666666664,62790.666666666664
72921,35.477101,-94.196225,AR,Alma,143977.58333333334,148539.83333333334
2631,41.747513,-70.066223,MA,Brewster,467344.0833333333,485744.1666666667
15613,40.546577,-79.561663,PA,Washington Township,130486.0,137874.16666666666
46403,41.608093,-87.262233,IN,Gary,91375.91666666667,96776.41666666667
92225,33.736458,-114.687973,CA,Blythe,153814.75,161913.58333333334
37179,35.811405,-86.924482,TN,Thompsons Station,398847.75,417727.9166666667
18431,41.61651,-75.257698,PA,Honesdale,179491.83333333334,185666.5
92866,33.784615,-117.844774,CA,Orange,707951.5833333334,728379.0
12839,43.354486,-73.553953,NY,Hudson Falls,156742.41666666666,161529.5
11703,40.732671,-73.32501,NY,North Babylon,402920.1666666667,429685.9166666667
29061,33.897493,-80.850604,SC,Hopkins,126627.83333333333,131317.33333333334
30517,34.130358,-83.797204,GA,Braselton,281993.5,293622.25
30401,32.599617,-82.352575,GA,Swainsboro,69579.58333333333,71256.58333333333
35077,34.021165,-86.832668,AL,Hanceville,116234.5,123123.41666666667
15219,40.443184,-79.983064,PA,Pittsburgh,136187.0,147456.75
74104,36.146469,-95.954005,OK,Tulsa,161955.41666666666,172761.5
6416,41.616657,-72.661586,CT,Cromwell,231779.58333333334,242270.25
7044,40.834007,-74.242877,NJ,Verona,488946.0,501218.5
64112,39.035975,-94.59519,MO,Kansas City,373359.6666666667,383003.4166666667
15243,40.375511,-80.072372,PA,Pittsburgh,247028.41666666666,260373.66666666666
45233,39.116908,-84.672574,OH,Cincinnati,218568.75,234977.16666666666
94556,37.840645,-122.114877,CA,Moraga,1421880.0833333333,1447472.6666666667
81520,39.111083,-108.433844,CO,Clifton,188493.75,208550.75
34432,29.088393,-82.381536,FL,Dunnellon,182576.5,194412.33333333334
42642,37.058681,-85.035151,KY,Russell Springs,94478.0,95221.83333333333
63080,38.192428,-91.075962,MO,Sullivan,125064.33333333333,128743.58333333333
21210,39.359156,-76.632685,MD,Baltimore,435250.1666666667,426771.5833333333
45249,39.275242,-84.328367,OH,Montgomery,385672.5,398192.75
62946,37.709862,-88.538845,IL,Harrisburg,71453.75,72266.66666666667
1118,42.094194,-72.525081,MA,Springfield,189079.58333333334,205170.83333333334
31501,31.223623,-82.350198,GA,Waycross,69492.91666666667,71342.08333333333
48381,42.558412,-83.591793,MI,Milford,318781.25,332166.8333333333
34972,27.509388,-80.929139,FL,Okeechobee,183327.16666666666,192857.08333333334
80007,39.862519,-105.192405,CO,Arvada,636317.6666666666,656860.6666666666
75762,32.218319,-95.413426,TX,Tyler,211841.08333333334,216050.91666666666
46582,41.280602,-85.854448,IN,Warsaw,203735.91666666666,214489.33333333334
83406,43.443948,-111.811633,ID,Ammon,248472.83333333334,279057.75
77474,29.780109,-96.181158,TX,Sealy,234765.41666666666,240855.0
95066,37.067917,-122.013995,CA,Scotts Valley,979383.5833333334,1004156.0
67002,37.700947,-97.107258,KS,Andover,218785.41666666666,225191.16666666666
10606,41.020572,-73.775846,NY,White Plains,574896.75,595843.5833333334
97218,45.576236,-122.600873,OR,Portland,409289.5,427702.6666666667
45402,39.75936,-84.209094,OH,Dayton,29817.5,34260.583333333336
1532,42.323342,-71.646236,MA,Northborough,448037.75,467552.5
11963,40.993155,-72.319664,NY,Sag Harbor,1720151.1666666667,1747201.0833333333
29920,32.364221,-80.553611,SC,Saint Helena Island,340285.5833333333,345368.1666666667
11780,40.909287,-73.174729,NY,Saint James,591245.5,605606.3333333334
31539,31.8317,-82.605344,GA,Hazlehurst,86410.66666666667,88896.16666666667
60415,41.702967,-87.778864,IL,Chicago Ridge,188722.66666666666,192365.75
12771,41.37438,-74.624279,NY,Port Jervis,164289.91666666666,178150.0
47807,39.472935,-87.403423,IN,Terre Haute,46040.416666666664,46814.916666666664
72114,34.764902,-92.260348,AR,North Little Rock,37341.666666666664,39629.0
33050,24.747487,-81.010326,FL,Marathon,534046.5833333334,533341.3333333334
25313,38.419303,-81.766456,WV,Charleston,130273.58333333333,132114.83333333334
25411,39.548748,-78.22147,WV,Berkeley Springs,160408.08333333334,165375.5
61068,41.945817,-89.060013,IL,Rochelle,124482.66666666667,125507.33333333333
39701,33.393933,-88.504719,MS,Columbus,70472.08333333333,71812.41666666667
7102,40.735659,-74.173605,NJ,Newark,259570.75,283721.5
12701,41.650829,-74.699907,NY,Thompson,128675.91666666667,137173.33333333334
74003,36.728272,-96.067573,OK,Bartlesville,54119.25,55066.833333333336
90094,33.975414,-118.41699,CA,Los Angeles,1108091.9166666667,1124145.9166666667
35645,34.903048,-87.500965,AL,Killen,160523.16666666666,166936.66666666666
35504,33.894135,-87.170812,AL,Jasper,156154.0,161939.16666666666
29560,33.827895,-79.742142,SC,Lake City,86187.66666666667,85254.75
21205,39.30229,-76.564482,MD,Baltimore,64053.083333333336,60366.333333333336
12308,42.82098,-73.91967,NY,Schenectady,138262.5,151825.66666666666
15857,41.455085,-78.520228,PA,Saint Marys,94818.16666666667,99651.5
75244,32.925367,-96.836334,TX,Dallas,477517.0,490043.25
19806,39.763305,-75.564142,DE,Wilmington,264132.3333333333,264732.6666666667
11362,40.756574,-73.737845,NY,New York,880018.3333333334,875383.6666666666
43205,39.957019,-82.962071,OH,Columbus,193894.91666666666,219030.16666666666
48374,42.473226,-83.522863,MI,Novi,459864.0833333333,475875.6666666667
81003,38.279592,-104.631463,CO,Pueblo,130680.75,145103.5
7733,40.374964,-74.173849,NJ,Holmdel Township,654308.1666666666,671172.75
85266,33.76646,-111.918051,AZ,Scottsdale,738485.5833333334,803857.5833333334
37854,35.880918,-84.720011,TN,Rockwood,129561.58333333333,138046.58333333334
66219,38.952366,-94.77622,KS,Lenexa,308076.75,321497.5
79360,32.68982,-102.724661,TX,Seminole,174826.41666666666,180178.41666666666
27932,36.100786,-76.610814,NC,Edenton,139316.5,144118.83333333334
31023,32.183213,-83.199454,GA,Eastman,84583.16666666667,86208.08333333333
33843,27.720799,-81.532956,FL,Frostproof,114855.75,127611.08333333333
28372,34.696872,-79.17762,NC,Pembroke,91581.91666666667,98704.41666666667
44875,40.88999,-82.651686,OH,Shelby,105969.91666666667,112559.16666666667
41701,37.29228,-83.189788,KY,Hazard,94482.08333333333,88484.41666666667
53233,43.036919,-87.933827,WI,Milwaukee,87548.41666666667,81080.66666666667
28016,35.314932,-81.283292,NC,Bessemer City,133041.25,145572.83333333334
54409,45.1222,-89.170828,WI,Antigo,84565.33333333333,88160.33333333333
97814,44.827571,-117.757799,OR,Baker City,159941.08333333334,170362.25
14513,43.086308,-77.092116,NY,Newark,131429.33333333334,136516.33333333334
31032,33.011683,-83.569169,GA,Gray,174301.58333333334,178267.5
21704,39.354881,-77.3759,MD,Frederick,444477.5,458556.4166666667
29672,34.751278,-82.934285,SC,Seneca,328512.1666666667,344098.8333333333
38139,35.079657,-89.755097,TN,Germantown,431692.9166666667,454954.3333333333
1331,42.562408,-72.19108,MA,Athol,188238.75,207366.5
23663,37.031007,-76.315244,VA,Hampton,145307.5,153436.16666666666
7514,40.926992,-74.143838,NJ,Paterson,285344.75,317846.75
16686,40.667866,-78.250746,PA,Tyrone Township,142585.75,143319.75
5602,44.274953,-72.609475,VT,Montpelier,268599.4166666667,276329.8333333333
13421,43.061915,-75.660092,NY,Oneida,122280.08333333333,126952.66666666667
71302,31.197018,-92.37022,LA,Alexandria,104604.5,105257.66666666667
93268,35.162393,-119.425116,CA,Taft,129549.08333333333,140174.25
44141,41.299668,-81.616506,OH,Brecksville,284949.75,300622.4166666667
40175,37.819003,-86.089891,KY,Vine Grove,166082.0,172795.25
37777,35.826849,-84.054192,TN,Louisville,251040.0,270810.6666666667
68108,41.237553,-95.930102,NE,Omaha,114318.41666666667,121379.25
60463,41.662446,-87.789969,IL,Palos Heights,283355.4166666667,289603.6666666667
35750,34.956179,-86.589482,AL,Hazel Green,154921.0,175465.16666666666
72455,36.319648,-91.029167,AR,Pocahontas,92054.58333333333,95479.08333333333
7481,40.999093,-74.168849,NJ,Wyckoff,734825.5833333334,752179.8333333334
60429,41.574029,-87.683706,IL,Hazel Crest,119758.66666666667,124863.41666666667
53404,42.754054,-87.811291,WI,Caledonia,120754.08333333333,125034.0
28697,36.134008,-81.165721,NC,Wilkesboro,188702.66666666666,195167.41666666666
48017,42.53669,-83.150367,MI,Clawson,214529.33333333334,221985.08333333334
95010,36.976175,-121.95316,CA,Capitola,899125.75,906251.1666666666
70452,30.420852,-89.799212,LA,Pearl River,185081.5,201609.0
61866,40.312587,-88.154549,IL,Rantoul,74510.66666666667,74958.58333333333
11702,40.650697,-73.262218,NY,Babylon,512358.5833333333,542567.4166666666
14901,42.087649,-76.746938,NY,Town of Elmira,65023.416666666664,65740.58333333333
26105,39.329575,-81.514622,WV,Vienna,124599.41666666667,132165.41666666666
46113,39.636299,-86.302553,IN,Indianapolis,170426.66666666666,183416.25
1095,42.138499,-72.420715,MA,Wilbraham,304906.9166666667,319022.3333333333
6461,41.239863,-73.075393,CT,Milford,310031.3333333333,325068.6666666667
94709,37.879234,-122.266839,CA,Berkeley,1210940.9166666667,1271659.3333333333
43064,40.098393,-83.283538,OH,Plain City,348762.0,365436.25
75057,33.050725,-96.974623,TX,Lewisville,218601.91666666666,230248.75
97365,44.666397,-124.010783,OR,Newport,309558.75,326709.25
27358,36.228232,-79.880061,NC,Summerfield,324621.5,339850.25
86327,34.571319,-112.10502,AZ,Dewey-Humboldt,289749.6666666667,307614.75
48189,42.412336,-83.782854,MI,Whitmore Lake,275292.4166666667,284351.6666666667
11411,40.694021,-73.736216,NY,New York,523157.9166666667,545769.3333333334
20650,38.268654,-76.633157,MD,Leonardtown,359834.0,369415.1666666667
64772,37.832567,-94.334697,MO,Nevada,98577.83333333333,99581.5
78248,29.590028,-98.525262,TX,San Antonio,367125.0,374703.8333333333
28551,35.321323,-77.780856,NC,La Grange,119661.66666666667,123741.5
53074,43.41985,-87.884515,WI,Port Washington,222424.75,239518.25
62948,37.817138,-89.030678,IL,Herrin,76461.0,77256.33333333333
1835,42.751233,-71.0943,MA,Haverhill,352213.0,372653.5
29180,34.366465,-81.093684,SC,Winnsboro,86605.33333333333,89845.41666666667
79412,33.546383,-101.856516,TX,Lubbock,93164.58333333333,89819.58333333333
20194,38.981059,-77.340775,VA,Reston,580012.4166666666,605734.9166666666
35565,34.23696,-87.563402,AL,Haleyville,71901.08333333333,73498.33333333333
38572,35.849059,-85.12896,TN,Crossville,155455.5,165010.33333333334
55130,44.973302,-93.08241,MN,Saint Paul,196496.08333333334,208756.33333333334
38556,36.406761,-84.918949,TN,Jamestown,91259.5,96757.83333333333
33955,26.816404,-81.993627,FL,Punta Gorda,269016.5,273232.3333333333
70394,29.692682,-90.616116,LA,Raceland,158697.41666666666,147174.16666666666
44718,40.847623,-81.451327,OH,Canton,243550.16666666666,256192.08333333334
10470,40.88953,-73.872662,NY,New York,489978.25,538352.75
52003,42.430701,-90.669682,IA,Dubuque,227116.16666666666,237982.5
17517,40.244751,-76.132881,PA,Denver,233309.66666666666,244226.58333333334
2767,41.940996,-71.048499,MA,Raynham,416351.25,430506.8333333333
56031,43.622571,-94.468513,MN,Fairmont,126428.91666666667,129689.33333333333
99218,47.758924,-117.409388,WA,Spokane,300476.5833333333,337482.5
23509,36.882397,-76.263969,VA,Norfolk,187654.0,199303.41666666666
21620,39.200177,-76.097912,MD,Chestertown,239170.08333333334,243983.25
